,Topic Title,Category,Tags,Leading Post,Post Replies,Created_at,Likes,Views,Replies
221,Generate traffic to product listings,Traffic Sources,['All Other Traffic Sources'],What are some low cost and effective ways to drive traffic to my product listings? Have you had success with Facebook groups? Instagram? Youtube? Forums?,"['Assuming you are competing with another FBA seller or two - If you have an existing audience (FB Page, FB Group, Email list, etc), is there a way to use something like a super URL to make it so that people who purchase are buying your products versus those of the competitor?', 'I would think the link tied to your storefront (similar to when you click through on sellers storefront) would do the trick as it only shows your item.']","Apr 4, 2019 10:28 pm",0,254,2
222,How does dynamic bidding change your add position?,Traffic Sources,['PPC'],How does dynamic bidding change your add position?,['Dynamic bidding is a new tool in Amazon that can really change your spend. This is a tool that will be able to change your bids per keyword based on how likely your product is to convert (or has historically converted in the past).\nThis is a tool you want to only use for existing PPC campaigns on Amazon. Using it for a new campaign will only cause you to spend significantly.'],"Apr 10, 2019 9:20 pm",0,249,1
223,About the Software & Tools category,Software & Tools,[],Have questions about Software & Tools? This is the category to use. Please be sure to select the most appropriate sub-category for your questions.,[],0,0,0,0
224,Email Account Organization,Software & Tools,[],"Ok a real newbie question, but do you all use 1 email for you setting up all your WEBS software ie (Gmass, hubspot, snovio, viral launch, contacting vendors etc).  Trying to keep things organized and just seem like maybe should have an email for administrative emails software signups etc and another just to use for vendors and sourcing emails.
Thanks for the feedback","['I think most of us use one for both, but that’s total personal preference.']","Oct 5, 2019 8:59 pm",1,471,1
225,(TWF) Product Scorecard,Software & Tools,[],"Does anyone know where to find the The Wholesale Formula’s (TWF) Product Scorecard. that is mentioned in the Brand Pre-Call Research SOP?
Thanks!
Kerry","['@MoniqueAndKerry I don’t believe a product scorecard is mentioned in the SOP.  We also don’t mention TWF sheets and files as their systems are their own just as ours are.  So if you see something you don’t recognize, it should be found in WEBS Spreadsheets and Documents.\nAre you talking about step 8: Screenshot: Product Score?  We should add a couple of screenshots to that step to show what we mean but basically, if you click on the Viral Launch or Jungle Scout extension, you can go to a market trends tab and take a screenshot that looks like the one below.\nAmazon_com__Epiphone_Les_Paul_Special_II_Electric_Guitar__Vintage_Sunburst___Musical_Instruments796×574 82.4 KB', 'Hey Monique and Kerry:\nRe: Score Cards!\nYes, I do know.  It’s a part of the TWF Scorecardand is on the front of the TWF Scouting and Sourcing Workbook and is part of the 21 point checklist.\nIf you have the JungleScout Web App, they also have an Opportunity Score\nThe WEBS Brand Pre-Call Research is a little misleading and should be re-worded.\nHope this helps.\nAnnette Branch']","Jul 8, 2020 2:41 pm",0,234,2
226,Hubspot Changes,Software & Tools,[],"I tried out the Hubspot free version over a year ago and it worked well for me. I successfully set up zaps to transfer information from my product evaluations into custom fields in the deals section and it successfully conveyed all the info to my partner who was doing brand contacting. Unfortunately my partner and I had a falling out and I quit using it.  I went back to it tonight and all of my info was gone so I had to create a new account and it wants me to upgrade to a professional account to make the custom fields.  Because the professional account is out of my budget I am looking for alternative CRM options that are budget friendly and will allow some customization.  I would also be open to a work around on free hubspot, but it seems so full of marketing to upgrade your account, I can’t say I’m a huge fan.  Before I never felt like I was using free software, now I feel like the free version is a sales tactic so you upgrade. If anyone has any suggestions any input would be appreciated.","['@Kstots All of your contacts were gone?  Could they have been deleted by the partner you had a falling out with or are you sure HubSpot deleted them?\nHubSpot changed how many custom fields you could have with a free account.  We adjusted the custom fields in our SOPs to account for this by making some fields Vital and others Non-Vital.  If on a free account, only set up the Vital properties.  If you ask Flowster for the updated version of the templates, you’ll see how it can be set up.\nAs far as other Free CRMs go, you can likely find some but you will run into similar issues.  No CRM wants you to have a free account indefinitely.  They all want you to upgrade down the line and will limit capabilities to push you to do so.', 'Hi\nDo you use Gmail/Gsuite for email? If so, I highly recommend checking out Streak https://www.streak.com/ 3\nCheers']","Apr 26, 2020 3:10 am",0,324,2
227,How to adjust the order of items in an online order?,Software & Tools,['Shopify'],"I manually entered a customer’s order into the system, and then afterwards realized the items were sorted oddly.
I tried the Edit function, but it seems to only allow you to add or remove items, or adjust quantities.
Does anyone know if it’s possible to re-order the items?
Thank you!","['Those were the only three options I see as well.  If that is the case, you’d have to remove items and add them back in the order you’d prefer to see.\nDoes anyone else know if there is an easier way?']","Feb 17, 2020 7:21 pm",0,201,1
228,Abandoned shopping carts and reporting,Software & Tools,['Shopify'],"Hi Flowsters!
We’ve noticed that there seems to be some fake accounts or bots or whatever that are creating a large % of our abandoned shopping carts.
Does anyone know if this impacts any of the reporting? Like sales reports?","['Hi Rebca,\nI am no Shopify expect but I would imagine it has an effect on your conversion rates in your sales reporting.\nBest,\nMitch']","Feb 13, 2020 6:26 pm",0,188,1
229,Shopify developer,Software & Tools,['Shopify'],Does anyone have a Shopify developer they’ve used before who is good at doing customizations? We want some changes to our theme and checkout process.,[],0,0,0,0
230,Hubspot Set up,Software & Tools,['Project Management'],"I am setting up Hubspot for a VA to source products, send out emails and manage potential supplier contact flow.
Which module within Hupspot do you use/ should I purchase?
Marketing or Sales modules?","['Great question! I’m also curious.', 'Hubspot Sales. There is a free version that will get you started.']","Oct 18, 2019 3:43 pm",2,250,2
231,WEBS Flash Sale,Software & Tools,[],"Hi Trent.  I didn’t get notified of the WEBS Flash Sale.  I am interested.  Can you fill me in what the sale was about, please.
cheers
Mac","['Hi Mac, in the flash sale, the price was the normal price, and I had put together a list of bonuses worth $1,100. ', 'Curious if the EFT Membership is the Ecommerce Fast Track membership fully paid for one year or . . .\nThe Flowster Trial, is that a one year trial needed to use WEBS?\nLike the idea of a Viral Launch discount of $396, what plan and duration is the plan?\nthanks\nMac', 'The EFT membership bonus is for one year. Re Flowster, you need it for as long as you want to be able to use WEBS because WEBS doesn’t work without the Flowster software.\nThe Viral Launch bonus is for this plan 8\nTrent']","Oct 8, 2019 8:24 am",0,280,3
232,What tool do use to cross-list to Walmart?,Software & Tools,[],"Hey -
So I’m doing nicely on Amazon and am considering cross-listing everything on Walmart. Is there a tool to automate that process that’s affordable? I’m a small seller, but still have about 862 products.
Appreciate your help,
Dan","['We used Zentail to do this, but I think their pricing has gone to $1000/mo. We switched to Sellbrite at $50/mo, but there are some more manual parts to the process of moving listings over… if you’re just adding some new products each month it’s a much better deal, but to move your whole catalog would be a pain for sure.\nYou might stick to your high volume products as many products won’t sell on Walmart.', 'Excellent. Thank you!']","Oct 4, 2019 10:28 pm",0,243,2
233,Website to show suppliers,Software & Tools,[],"Hi @Trent-Admin
Do you recommend that the website be an ecommerce site selling products in multiple categories or do you suggest a informational website about the value that we as resellers will be giving to the suppliers?
for example netrush, Etailz and others have more an informational one pager site rather than ecomm
What do you think?
Thank you","['I recommend you have both. The emails you send should use the informational site domain, though.', 'So now the question is how do fulfill the promises you make to these guys? I’m not a marketer and I can’t optimize their listings nor am I an IP firm …\nThank you\nBest regards', 'Well, if you want to be in this business, those are skills that you need to develop. Early on, you have a few choices.\n\nWork with a company like Viral-Launch.com 6 and pay them out of your pocket to do what you don’t know how to do.\nWork with really small brands that don’t expect much from you, study your craft, implement what you learn with these brands, and then when you target larger brands, you can point to the work you did for the smaller ones.\n']","Aug 16, 2019 8:21 pm",0,288,3
234,HUBSPOT importing,Software & Tools,[],When importing the CSV file you recommend doing it under Deals?  I was thinking that uploading under Contacts or Companies might not work because some of the properties on the spreadsheet are for both.  Or could we do it under either one and it would still find all matching properties during the upload for Contacts and Companies?  Is this the reason you do it under Deals?,"['Hi @Thomas1985,\nWhen importing into Hubspot we import under contacts.  When you upload a contact, Hubspot will create the corresponding company based off the email domain.  Which SOP has you import under deals?', 'SOURCING: Step 3: Importing Leads into HubSpot', '@Thomas1985 Ya import as contacts.  That needs to be changed in the SOP.']","Aug 8, 2019 6:30 pm",0,343,3
235,Snov.io Account,Software & Tools,['Standard Operating Procedures'],"It looks like with the free version of Snov.io 3, you’re limited to something like 50 searches. Should we upgrade to a paid plan, or just extract the email addresses into Hubspot?
Best Regards,
Matt","['Ya I did not realize this at first either but I guess if you needed too for the process then you would want to pay for it.', '@MBahe Yes we have a paid Snov.io account but we also use several other email extracting tools to test and see what provides the best quality emails.  You may be able to get away with free memberships using 5+ different tools depending on how many VAs you are running and how many emails/month you want to send.', 'Do find good responses from the Snov.io addresses? So far, my experience has been that most of them bounce back.', '@terrifetters Snov.io 1 is about on par with most of the other tools we use.  We’ve recently started tracking which tools produced the address but we don’t have enough data yet to give a meaningful value on which tools work best.\nI would also recommend you use an application to filter out bounces before you send.  We’ve recently started using NeverBounce 3 to verify our email addresses.  It’s a cent per verification but can keep your delivery rate and email reputation from being hurt.']","Aug 2, 2019 1:48 am",2,308,4
236,Trello,Software & Tools,['Project Management'],"I’m looking at Flowster and one of the software that we were told to setup was Trello.
I was wondering in what other SOP does Trello appear?
How are people using Trello?
Thanks!","['We normally use Flowster for recurring tasks and Trello for one-off tasks. So Trello doesn’t appear in many SOPs', 'Awesome thanks ']","Jul 13, 2019 8:00 pm",0,260,2
237,Online brand presentations and slide shows,Software & Tools,[],"I’m just about to make my first slideshow for a brand presentation and I’m coming across so many different software options such as Skype screen sharing, Google Hangouts/Slides and many paid services with unlimited features and templates.  To keep it simple what do you guys do for the live “webinar” like screen sharing call?  Also, any experiences with using Adobe Spark or other live presentation services?","['Lately I’ve been using Zoom 1.  No experience with Adobe Spark, sorry!']","Jun 1, 2019 1:33 pm",1,255,1
238,About the Financial Management category,Financial Management,[],Have questions about Financial Management? This is the category to use. Please be sure to select the most appropriate sub-category for your questions.,[],0,0,0,0
239,Unit cost allowance for prep services,Financial Management,[],"Hi!  For those that are using prep centers, how much cost do you add on per unit to account for all expenses for prepping?  Prep center we are trying to use charges for receiving, per unit prepping and boxes. TIA","['We are currently paying for prep and packaging.  Cost breakdown is close to as follows:\nPrep:\nSingle Unit - $0.90/unit\n2 Packs - $1.25/unit\n3-5 Packs - $1.50/unit\n6+ Packs - $1.65/unit\nPackaging:\nAbout $0.10/unit', '$0.90/unit for a single seems very high if your doing a lot of volume. Is this because your account is still relatively new?', '@KeithH We could go up tiers to get slightly better pricing but, with the way MyFBA Prep works, it is far more costly to go under your monthly unit minimum than over.  It does seem high though but we looked at several before going with them.', 'Ahh ok, you’d think having @Trent_Dyrsmid’s face on their homepage would get you a discount ', '@KeithH You’d think!! haha']","Jun 17, 2020 6:07 am",1,149,5
240,Cashback cards for non US citizens?,Financial Management,[],"When speaking about cashback cards,I hear people often mention Chase (Ink,Saphire),Capital One (Spark),Amex (Platinum,Centurion),etc. for business purpose or Uber Visa or Alliant Visa for personal use.
I checked those cards,but - when you read the small print - they are available only to US citizens (continental US+Hawaii+Puerto Rico…).
Does anyone know some cashback card,that can be used in USA as non US citizen?","['That’s a good question - anyone here have any luck?\nI would definitely do a Google search on this one. You might do better having a cashback card through a bank in your home country (you don’t mention where that is). Or reach out to where you currently have credit cards and see if they are of any help.\nI know that years ago when I moved to the US from Canada (I have citizenship in both countries), credit history was the issue. I was able to get a card through a professional association I was a member of (NSPE). But, I was a citizen so I’m not sure that helps.', '\n\n\n LizD:\n\nI would definitely do a Google search on this one. You might do better having a cashback card through a bank in your home country (you don’t mention where that is). Or reach out to where you currently have credit cards and see if they are of any help.\n\n\nWhere I come from that system (cashback) is yet making baby steps…it was first introduced last year (before last year here virtually nobody knew that such thing exists)…so you can imagine “how far” we came with it.\nI called the bank to ask…there is almost nothing for me.You can gain some cashback in certain (local) supermarkets,but only for a limited time (during the summer).And on some gas stations (again,locally).Nothing else \nThat’s why I ask if there’s somebody,with experience for cashback cards for non-US…']","Oct 23, 2019 9:19 pm",0,240,2
241,Purchase Orders for Bundles,Financial Management,['Accounting & Bookkeeping'],"Good Morning,
What does everyone use to create purchase orders for SKU’s with multiple different items it the listing from the same company?
Thank you,","['@APlusSeller I’m not sure if I am understanding the question correctly but we typically don’t record bundles as a single line item in a purchase order.  We break them out by item within the purchase order.  Is this what you are asking?', '@Mitch That’s what I’m asking. Is there a software that allows you to add different products to the same PO at one time?', '@APlusSeller It’s not likely that accounting software allows many third party applications to work with their system.  Depending on what you are using though, you may have the ability to upload purchase orders from an excel or csv file.\nIf that is the case, you can create a Google Sheet that breaks bundle ASINs out into individual items for you and then upload it to your accounting software.']","Oct 23, 2019 4:52 pm",4,252,3
242,Sales tax,Financial Management,['Accounting & Bookkeeping'],"I’m pretty set with sales tax on Amazon. However, if I expand to Walmart, and Jet, then it gets more complex. For example, I think I have to understand if I have economic nexus in a state, and then include my sales among Amazon, Walmart, and Jet into all that, and then actually file the sales tax.
I’m only a $600,000 seller at this point, so running on shoe-strings. How do you incorporate all that cost-efficiently and what software do you use for automation?
Dan","['We firmly believe that the marketplaces should be doing filing for sellers of that size and that you should only have to file in your home state. That said, what we believe doesn’t really matter and you shoul dof course consult with your accountant.\nThere are software tools to help (TaxJar, Avalara, etc), and accountants to file for you in the various states. However, there isn’t a super inexpensive way to do this.', 'So are you saying you don’t pay sales tax for marketplace sales, except in your home state? I’ve heard of other sellers who think that, but legally, it doesn’t sound like it would hold water if any state in particular decided to go after you for that. Now that I’m scaling, I can see the argument for your approach.']","Oct 15, 2019 9:08 pm",3,214,2
243,Tracking COGs beyond Amazon,Financial Management,[],"Hi -
I’m thinking of expanding to Walmart, Jet, and Ebay. I have SellerLegend for Amazon COGs accounting. However, I’m outta luck with Walmart, Jet, and Ebay. How do I incorporate those with as little messing around as possible?
Dan","['Are you talking about COGS to see if you’re profitable, or for your accountants?\nIf the former, you’ll need to have accurate shipping estimates to analyze if it makes sense for a given SKU. We check ours out beforehand in the Pricing & Margin calculator (a WEBS spreadsheet/Google sheet).\nIf the latter, consider basing it on monthly inventory counts.']","Oct 15, 2019 9:05 pm",2,228,1
244,Tracking COGS,Financial Management,['Accounting & Bookkeeping'],"Hello,
Does anyone have any advise on how to track profits and COGS? Preferably I would like to track for both Amazon as well as my website. One of the things that is confusing me is tracking buy costs when the percentage discount may change between orders.
Thanks,","['We use Seller Legend to track COGS for Amazon sales, of course it’s only a good estimate and our accounting provides accurate numbers overall but we like SL because it gives great day of estimates and our books are only up to date after Amazon payments are reconciled.', 'Ive used inventory lab to track all my COGS. It does a pretty good job of tracking all the pertinent expenses from seller-central as well.', 'Thank you. Just started using Inventory Lab and it seems to be exactly what we were looking for.', 'With Inventory Lab and Seller Legend, do you use them in conjunction with accounting software such as QuickBooks, or instead of?', '@terrifetters used in conjunction with.  You need the accounting software to accurately track your purchase orders and bills.']","May 3, 2019 3:21 am",4,419,5
245,Accounting Software,Financial Management,['Accounting & Bookkeeping'],"What accounting software does everyone use?
I’ve been using QuickBooks Online and it seems ok, but I’m not exactly blown away.","['@jims We use Xero 5.  They are pretty solid.', 'We also use https://clickandmortaraccounting.com/ 38', '@Trent-Admin Had you tried some others before going to this one? Any reason you like this one? I really value your opinion.']","Sep 19, 2019 7:46 pm",3,334,3
246,About the Human Resources category,Human Resources,[],Have questions about Human Resources? This is the category to use. Please be sure to select the most appropriate sub-category for your questions.,[],0,0,0,0
247,VA using PC2 & Revseller,Human Resources,[],"My VA reported not having the Amazon Browser in his PC2. He downloaded the paid software  & is using a US address VPN. He entered the correct MWS and Seller ID but still cant get it to work.
Does he have to be actually signed in my Amazon Seller account when setting up PC2?
Also considering subscribing to Revseller too. It seems that I also have to be logged in my Seller Central account for it to show brand restrictions. Any suggestions?","['I would suggest you reach out to PC2 support.', 'Try Seller Central coaching https://sellercentral.amazon.com/gp/help/help.html/?itemID=G201642900&ref_=xx_G201642900_a_r2_cont_sgsearch 3\nhttps://sellercentral.amazon.com/learn/courses?ref_=selleru_athena_c17_m79&courseId=17&moduleId=79&modLanguage=English&contentType=VIDEO&videoPlayer=youtube 2\nI would consider that you might need to get the VA’s name and contact info and email,  and under permissions - name the VA and email him an invitation, and set his permissions .   Then the VA would need to be recognized by Amazon if the software requires being in the system .  You can request an Amazon coach to send walk you through directions and advise you.\nIt could be a PC2 problem, or an Amazon problem, or a problem of lack of link up and or lack of permissions.', 'Thanks for the tip guys!', 'Hi @twentyfoursevenagent - I am new to the forum and your teething issues last year are similar to mine that are happening now. Do you mind me asking -  is your Product Extraction workflow process using PC2 working just fine? I downloaded the free version and it doesn’t have the button that says ‘Amazon Browser/Searches’. Do I need to purchase the full PC2 package?\nI want to go through the whole process first before I get a VA onboard. Thanks for your help in advance!', '@MoniqueAndKerry correct.  You will need the paid version to run product extractions.  Depending on what you’d prefer, we have extraction SOPs for PC2, Tactical Arbitrage, and then a free Helium10 SOP in the Flowster Marketplace.']","Jun 25, 2019 6:22 am",0,740,5
248,Training a VA to find brand contact information,Human Resources,[],"Hello everyone, I’m having trouble helping to train my VA to find the contact information for brands. My linkedin profile has fifty+ connections, but when doing some brand contact research with my VA we both have been running into blocked pages of people. Keep in mind this is with a LinkedIn premium business account, although it’s still the first free month.
I’m wondering if the first free month actually has all the same capability as when I actually start paying next month, but maybe not?
Also, when showing my VA how to find the company website, using that to find their linkedin page, to then use snov.io to find contact information on their company page. What else can I do to help train my VA? I was thinking of just showing her more examples of how I do the research, but maybe there is something else I can get to reveal information about businesses I will be reaching out to?
I know the TWF guys have talked about being able to buy access to business information for each state? Does anyone remember what that’s called? Is it available through the chamber of commerce of each state?","['@Cameron.B Hopefully when you actually start paying you won’t be limited anymore.\nOne thing we do for more complex tasks is shoot videos using Loom.  That way they can refer back to you walking through the task whenever they need it.', 'I have camtasia to record my screen. I’m definitely planning on recording doing product research.\nYou know I think I’ll contact LinkedIn to see what’s up.', 'I found out that you will always be limited to third degree search for paid Linkedin accounts, except for one.\nIt’s called a sales navigator account. This account will let you view profiles way outside your range, but it will only let you do this 25 times per month.\nI’ve also been looking into this company called zoominfo.com 2 I can see they have contact information for just about all the people I want to reach.\nThere is also another company like this called globaldatabase.com 2', '@Cameron.B Thank you for sharing these other sites!']","Jan 26, 2020 6:02 am",0,355,4
249,Performance reviews for Virtual Assistants?,Human Resources,['Performance Reviews'],"Does anyone do this? I’ve considered it, but wasn’t sure if it was normal or not.",['@jims Absolutely!  It is important to have some baseline of what you expect from a VA and monitor to make sure they are meeting standards.'],"Jan 25, 2020 7:37 pm",1,190,1
250,Best job sites for virtual assistants?,Human Resources,['Recruiting'],"Where does everyone find their VAs? I’ve used onlinejobs.ph and upwork.com 1 in the past, but was curious if there’s better options nowadays?",['I’ve recently been using goLance 4 and it’s been great! The fees are much better than UpWork too.'],"Nov 5, 2019 12:16 am",1,255,1
251,Domestic vs Filipino VAs,Human Resources,['Outsourcing'],"Hey everyone -
Need your opinion and experience on outsourcing with domestic vs Filipino VAs. I need someone to contact suppliers and scane Excel spreadsheets and estimate quantities to order for my Amazon business. Currently, I pay a domestic VA $25/hr to do this, and she’s okay. She’s got a great attitude, but doesn’t source a lot of profitable product, unless I hand suppliers her way. This is a fairly complex analytical task…
Do you think I can outsource this to Filipinos and have success…or is it a higher paid ($20+ per hour) work to outsource to domestic VAs?
Thanks for your opinions!
Dan","['If it’s something that you can create an effective yes/no procedure for, I think you can find a Filipino VA who has some math/accounting skills to do so effectively… either way, I’d say it’s worth a try as you’re paying >5x what you’d pay someone in the Philippines…', 'With a good VA  , you can have this done for $3 to $5 per hour. Just need to interview and sort through them (Like you would here), and give them an excellent SOP , then no reason to be paying $25 per hour.   Including finding supppliers. I use Filipino VA;s for everything except phoning US customers and initial calls to develop a supplier relationship', 'How do you find your VAs? I use FreeEup.com 2 and they keep sending more expensive ones.', 'OnLineJobs.p']","Jan 13, 2020 11:18 pm",2,292,4
252,Budgeting for virtual assistants,Human Resources,['Recruiting'],Doing budgeting for the upcoming year looking to hire four virtual assistants out of the Philippines. What would be a good hourly labor rate to budget?,"['@MWC1 We typically budget for $3/hour.', 'Mitch,\nThanks for reaching out to me. I was guessing somewhere in that neighborhood but it’s nice to have confirmation.\nthank you', '@MWC1 You betcha!']","Nov 11, 2019 8:28 pm",1,255,3
253,What email should be used for VA software use?,Human Resources,['Managing a Virtual Team'],"Does it matter what email you have linked to the software your VAs use? Would it be wise to use a specific software use email for these tasks? like: research@insert website name
This may be negligible and might not matter but part of me thinks to have separate emails used for different tasks in your business could help at separating and delegating out things. Thanks in advance ","['@WillCompere It depends on how much you are using free versions of software.  In particular with email lead finding tools, if you are using free versions you will have short limits placed on usage.  In this case, you will certainly want each VA using their own email.\nIf you are paying for most of your software and don’t have limits, then one email will work fine and  make managing software usernames and passwords easier.', 'So using my personal website email as the login for my software is preferable? Also gives more security in case for whatever reason they try to change the password or do something shady, my email would get hit with a notification about it', '@WillCompere Ya so for your paid accounts, consider using the same personal website email.  For unpaid accounts, VAs can just use their own emails.']","Nov 10, 2019 3:42 am",0,230,3
254,VA-How Would I Locate a VA to enter listings into Amazon & E-bay,Human Resources,['Managing a Virtual Team'],"Good morning to all,
I am new to this forum.
I realize that a weakness of mine is entering listings in Amazon & E-bay. It takes forever & I am not good at it. I would like to enter several “regular/normal” listings as well as listings where I bundle several products together.
What would be the best practice for finding help with this either in the United States or out of the United States?
Thanks to all!
Bill","['Hi @Bill PURCHASING: New Product Step 1: Pre & Post PO Actions SOP  has steps  that show you how to add a listing to Amazon, if you need to create an Amazon listing you can use PRODUCT LISTING: How to Create a Variation With (and Without) an Upload Doc to walk you through the process.\nYou can always assign these steps to your sourcing VA to help. When we hire a VA we commonly have them do tasks that are not only sourcing tasks.', 'Amy Wees has a FB group that has a lot of free info about product listings. I’m a member of the group and find it very helpful.', 'I know of several VAs looking for work if you are interested.', 'I am interested, can we talk?', 'Not sure how to connect other than provide an email address.', 'bollcnv at gmail', 'I need Trained VA and my email is UNCLEUSA  at Gmail\nthanks\nShawn Chhabra', 'Bill I need Trained VA and my email is UNCLEUSA  at Gmail\nthanks\nShawn Chhabra', 'hi;\nI need Trained VA and my email is UNCLEUSA  at Gmail\nthanks\nShawn Chhabra\nhttps://www.linkedin.com/in/shawnchhabrausa 2']","May 30, 2019 11:59 am",1,404,9
255,When to use VAs vs employees?,Human Resources,[],"Hi -
So I’m ready to bring on my second regular VA. I’ve made up my mind that VAs, in general, will work best to take care of many gruntwork, time-consuming tasks.
However, this VA will do an important task - sourcing. For now, I can’t afford an employee. So, I’m going to use a VA to at least tide me over until I get closer to that point.
But, by early-to-mid next year, I have a good shot at being able to afford an employee. And then I see some people in this forum use VAs full-time to do sourcing.
So, when I can afford an employee to do sourcing, how do I decide to go with an employee or with a VA instead?
Thanks,
Dan","['@dast1983 This depends on what type of sourcing tasks you want the employee to do. If you want someone to do sourcing steps 1-3, a VA can manage this. If you want someone to validate products and communicate with potential suppliers, this is where you need an employee.', 'Thanks Mitch. I don’t have WEBS, so what are steps 1-3? What do you mean by “validating products?”', 'Dan\nMy experience has been that with a good VA they can do a large majority of the work.  Our best VA can run almost every aspect of our business other than closing a deal.  He could probably do that also if his English was a little better.  With proper training and tools you can really leverage your VAs.    The primary reason to hire a US based employee for us is a  “sales person”  that can be your closer.', 'Ok. Thanks Ben. What makes you keep a VA to do full-time work? They can just leave at the snap of a finger, which makes me a little nervous.', 'Dan\nI am not sure I fully understand the question and/or concern.  Any employee could leave at any time.   We treat our VA’s like we would any other US based employee.  Treat them well and dont give them a reason to leave.  Having strong SOPs and tools in place allows you to plug people into roles if you do have a change in staffing…', 'Steps 1-3 are the WEBS processes that we use. This includes finding storefronts and extracting brands and products from those storefronts. This is the ground work that we have all VAs do. After we receive a price list, we revaluate products to make sure that they are as profitable as we thought at the price point (validating products after the VA finds them).']","Aug 5, 2019 4:03 pm",1,294,6
256,Best va practices,Human Resources,['Managing a Virtual Team'],Should we have a VA to only to compile brands and then 1 to do the extraction or depends on the ability of the  VA ? I assume that will be the answer but what is best practice?,"['I think it depends on the strengths of your VAs. We typically have one find competitors, then every VA will do Product Extractions around other tasks.', 'Thank you. Also, at one point do we do product extraction? Once I get like 1000 companies on a list  or is there a base line number to generally look at then do hire for extraction ?', '@Brandon_Bouchereau a Product Extraction is done for each competitor that you find on amazon (so a competitor storefront)–and not per brand. If you are looking to do an extraction process per brand you would follow the Brand sourcing procedures.', 'I’m sorry that’s what I meant', 'What I meant to ask is we send the 300 emails per week to potential storefronts  we want to source product from. However, in order to send that many emails to different brands we need to find like 1000 storefront brands …are you understanding what I’m trying to ask? I feel like I may be confused about difference btw storefront brand and product brand', 'I see! Unfortunately there is no rule of thumb number. This varies greatly by the filters you use when extracting, the number of products a competitor has, the category the competitor is in, etc. Sometimes a Product Extraction can produce 100 leads or 0 leads. It is pretty impossible to pick a generic number.\nWe communicate with our VAs on how many emails we want to send that week, and it is up to them to make sure we consistently have that number of leads in Hubspot for contact.', 'A storefront is not a brand, a storefront is a list of products that a competitor on Amazon sells. A product brand is the brand that manufactured the product. For example: Seller A sells Colgate Toothpaste. The Storefront would be “Seller A’s” storefront, the product brand would be “Colgate”. Hope that helps!', 'Yes I understand . Just to be clear if storefront A has a product I want to source . That lead name goes towards my 300 emails per week to send to…correct ?', 'Seller A’s Storefront has a product you want to source. To source this you would enter Seller A into the competitor tracking document, a VA would use PC2 to extract all of Seller A’s products, this would create a Product Extraction spreadsheet. This Product Extraction spreadsheet holds all of the products and brands that Seller A sells on Amazon. The products that work for you get imported to Hubspot, then you contact the brands of those products.', 'Gotcha ! Thanks for clarification and prompt response', 'How do I give permission for my VA to run price checker 2? I gave permission for my seller central account but my VA still cant enter . Need some help @Laura', '@Brandon_Bouchereau PC2’s website has a direct help video to show how to download and use PC2 (so does Leaf Sourcing step 2).\nYou will need to give your VA your PC2 credentials (which will be separate from your Amazon Seller Central credentials).\nOnce you add a user to your Amazon Seller Central account, you need to go back and change their permissions. This is shown in the AMAZON: How to Edit Permissions in Seller Central.\nFor more specific questions you can always email support@brightideas.co', 'How many people/VAs do you estimate to have in order to reach the target you guys recommend of 300 emails per week?', 'I’m hiring a VA in the next week or two.  I had 3 last year, and it just did not go well.  I’m sure it was something I did.  But, is laziness my fault?  Probably.  It is difficult for me to know if I have the right person.  The next VA is being trained by another VA for someone else.  I’m looking forward to see how this works out.', 'That depends on the number of hours they work, and the other tasks they are assigned. We currently have 4 VAs.']","May 29, 2019 1:31 am",2,682,15
257,VAs familiar with WEBS?,Human Resources,['Managing a Virtual Team'],"Hello, can anyone suggest good VAs that are also familiar with WEBS sops?
Can WEBS team provide any?
What is the average hourly rate for these people?
Thank you","['You will occasionally find people in the forum who need to let VAs go.\nWe’ve found that with the SOPs as they are, there is only marginal value to finding a pre-trained VA. We usually find them on onlinejobs.ph. They often start a little lower but after a couple of months we like to ensure we’re paying $3/hr.']","Jul 20, 2019 2:58 pm",0,295,1
258,Letting go of a VA,Human Resources,['Managing a Virtual Team'],What is “best practice” when letting go of a VA? Notice and pay?,"['Steph, we have an SOP for letting a VA go. It’s kind of up to you on notice and pay… if they’ve been great and you can afford it it’s nice to give them some sort of severance and notice. I’m thinking a week notice and an additional one of severance would be nice.', 'Hi Liz.\nHope all is well!\nThank you for the feedback.\nI will check out the SOP.']","Jul 11, 2019 5:55 pm",0,281,2
